,0,1,2,3,4,5,6,7,8,9,10,11
3346,2356531,Piéga	Piega		12.11667	0.86667	P	PPL	BF		08				0		259	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3347,2356532,Piédogo	Piedogo		11.95	-1.4	P	PPL	BF		07				0		331	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3348,2356533,Pidoha	Pidoha		11.03333	-1.16667	T	HLL	BF		07				0		234	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3349,2356534,Piboré	Pibore		11.7	-1.31667	P	PPL	BF		07				0		295	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3350,2356535,Piben	Piben		12.41667	-2.06667	P	PPL	BF		06				0		315	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3351,2356536,"Pibaoré	Pibaore	Pibaore,Pibaoré,Piboure,Pibouré	12.89441	-0.80811	P	PPL	BF		05				0		316	Africa/Ouagadougou	2013-02-08",,,,,,,,,,
3352,2356537,Pia	Pia		13.2182	-4.0682	P	PPL	BF		01	58			0		331	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3353,2356538,Pia	Pia		11.36667	-2.65	P	PPL	BF		01				0		257	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3354,2356539,Pèyla	Peyla		13.41676	-0.94815	P	PPL	BF		05	70			0		310	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3355,2356540,"Pétoy	Petoy	Petoy,Petoye,Pétoy,Pétoye	14.58115	-0.3698	P	PPL	BF		12	33			0		319	Africa/Ouagadougou	2013-09-06",,,,,,,,,,
3356,2356541,Pétoy Bèiga	Petoy Beiga		14.57448	-0.1066	P	PPL	BF		12	33			0		294	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3357,2356542,Pétopo	Petopo		10.5	-3.38333	H	STMI	BF		00				0		315	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3358,2356543,Pétooulo	Petooulo		14.29832	-1.08433	P	PPL	BF		12	40			0		293	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3359,2356544,"Pétosiré	Petosire	Petoissire,Petosire,Pétosiré,Pétoïssire	13.85339	-2.64423	P	PPL	BF		10	76			0		313	Africa/Ouagadougou	2012-01",18,,,,,,,,,
3360,2356545,Pètogo	Petogo		13.48246	-0.61395	P	PPL	BF		05	64			0		337	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3361,2356546,Péto Ganga	Peto Ganga		14.42936	-1.43815	S	CMP	BF		12	40			0		281	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3362,2356547,Pétèyiddé	Peteyidde		14.25521	0.06781	H	STMI	BF		12	71			0		259	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3363,2356548,Pètétolo	Petetolo		12.13333	-2.65	P	PPL	BF		06				0		309	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3364,2356549,"Poterkoe	Poterkoe	Peterui,Poterkoe,Péterui	13.24835	-2.62737	P	PPL	BF		01	73			0		343	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3365,2356550,Pétérébay	Peterebay		14.1168	-1.83042	P	PPL	BF		12	40			0		313	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3366,2356551,Pété Nyaki	Pete Nyaki		14.06221	-0.41827	P	PPL	BF		12	71			0		285	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3367,2356552,Pétèn Nangué	Peten Nangue		14.14862	-2.35353	S	CMP	BF		10	76			0		313	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
3368,2356553,"Pétéméréol	Petemereol	Petemereol,Petemeriol,Pétémériol,Pétéméréol	14.21557	0.1194	H	STMI	BF		12	71			0		281	Africa/Ouagadougou",012-01-18,,,,,,,,,
3369,2356554,Pétél Tiouma	Petel Tiouma		14.18208	-1.80562	S	CMP	BF		12	40			0		298	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3370,2356555,Pétél Tioudi	Petel Tioudi		14.28036	-1.69928	P	PPL	BF		12	40			0		317	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3371,2356556,Pétel Tiaoboli	Petel Tiaoboli		14.1344	-2.03112	S	CMP	BF		12	40			0		329	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
3372,2356557,Pétél Poutiali	Petel Poutiali		14.27202	-1.674	S	CMP	BF		12	40			0		312	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3373,2356558,Petelnangué	Petelnangue		13.94188	-2.58805	P	PPL	BF		10	76			0		311	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3374,2356560,"Petelkotia	Petelkotia	Petelkotia,Pétèlkotia	14.30735	-0.65457	S	CMP	BF		12	33			0		313	Africa/Ouagadougou	2013-09-06",,,,,,,,,,
3375,2356561,Pétèl Kolé	Petel Kole		13.99308	0.41992	P	PPL	BF		12	71			0		284	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3376,2356562,Pétélidé	Petelide		14.07273	-0.49499	P	PPL	BF		12	71			0		293	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3377,2356563,Pétèl Habè	Petel Habe		13.96554	0.38499	P	PPL	BF		12	71			0		292	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3378,2356564,Pétél Ganki	Petel Ganki		14.21546	-1.70748	P	PPL	BF		12	40			0		294	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3379,2356565,Pétél Eré	Petel Ere		14.18773	-1.79139	S	CMP	BF		12	40			0		300	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3380,2356566,Pétél Damramél	Petel Damramel		14.41989	-1.74183	S	CMP	BF		12	40			0		291	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3381,2356567,Pétél	Petel		14.24139	-1.71648	P	PPL	BF		12	40			0		295	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3382,2356568,Pété Kofé	Pete Kofe		14.41609	-1.59891	H	WTLD	BF		12	40			0		311	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3383,2356569,Pétéguersé	Peteguerse		14.03565	-0.36824	P	PPL	BF		12	71			0		283	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3384,2356570,Pétégou	Petegou		14.17097	-0.57069	T	HLL	BF		12				0	366	357	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3385,2356571,Pétégoli	Petegoli		14.21473	-1.97315	P	PPL	BF		12	40			0		312	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3386,2356572,Pétéga	Petega		14.29702	-1.68546	S	CMP	BF		12	40			0		316	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3387,2356573,Péteboné	Petebone		14.09808	-2.11437	S	CMP	BF		10	76			0		329	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
3388,2356574,Pétébarabe	Petebarabe		14.37348	0.1244	S	CMP	BF		12	33			0		268	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3389,2356575,Pétakolé	Petakole		14.01188	0.05749	P	PPL	BF		12	71			0		280	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3390,2356576,Pétakolé	Petakole		13.74753	0.05071	P	PPL	BF		12	71			0		282	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3391,2356577,Pétadji	Petadji		14.37394	-1.93415	S	CMP	BF		12	40			0		310	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3392,2356578,Pétabouli	Petabouli		14.33195	-0.60156	P	PPL	BF		12	33			0		302	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3393,2356579,Péta	Peta		13.52034	0.36201	P	PPL	BF		12	75			0		267	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3394,2356580,"Péta	Peta	Peta,Petra,Péta,Pétra	13.48061	-1.43673	P	PPL	BF		05	15			0		332	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3395,2356581,Pèssogotenga	Pessogotenga		12.45	-0.76667	P	PPL	BF		11				0		318	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3396,2356582,Pesso	Pesso		11.31965	-4.26206	P	PPL	BF		09	51			0		342	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3397,2356583,"Péssévrou	Pessevrou	Pesevrou,Pessevrou,Pèsèvrou,Péssévrou	14.502	-1.9693	T	BUTE	BF		12	40			0		279	Africa/Ouagadougou	2012-01-1",,,,,,,,,,
3398,2356584,Persélela	Perselela		10.08333	-3.31667	P	PPL	BF		13				0		318	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3399,2356585,Pèrkoa	Perkoa		12.63333	-2.25	P	PPL	BF		06				0		291	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3400,2356586,Pèrkoa	Perkoa		12.38333	-2.56667	P	PPL	BF		06				0		280	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3401,2356587,Pèrko	Perko		13.66589	-1.264	P	PPL	BF		05	70			0		320	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3402,2356588,Périvé	Perive		12.1921	-4.5286	P	PPL	BF		01	58			0		420	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3403,2356589,Périkora	Perikora		10.66667	-3.21667	P	PPL	BF		13				0		277	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3404,2356590,"Périgban	Perigban	Perigban,Perighan,Porigbari,Périgban,Périghan	10.23333	-3.35	P	PPL	BF		13				0		304	Africa/Ouagadougou	2020-0",-10,,,,,,,,,
3405,2356591,Perbolinbiro	Perbolinbiro		10.68333	-3.35	P	PPL	BF		13				0		310	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3406,2356592,Pérankui	Perankui		12.33333	-3.65	S	RUIN	BF		01				0		274	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3407,2356593,"Pérakui	Perakui	Perakoui,Perakouy,Perakui,Pérakoui,Pérakouy,Pérakui	12.06667	-3.7	P	PPL	BF		01				0		322	Africa/Ouagadougou	201",-06-05,,,,,,,,,
3408,2356594,"Pépin	Pepin	Pepen,Pepin,Pépen,Pépin	12.96574	-1.84515	P	PPL	BF		10				0		328	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
3409,2356595,Péou Pamarèl	Peou Pamarel		14.54324	-0.72015	S	CMP	BF		12	33			0		324	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3410,2356596,"Péoukoy	Peoukoy	Peokoy,Peokoye,Peoukoy,Peoukoye,Péokoy,Péokoye,Péoukoy,Péoukoye	13.99105	-0.22337	P	PPL	BF		12	71			0		276	Afri",a/Ouagadoug,u,2012,01,8,,,,,
3411,2356597,Péoukoy	Peoukoy		13.96657	-0.23173	P	PPL	BF		12	71			0		285	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3412,2356598,Péotyanga	Peotyanga		12.83333	-0.81667	P	PPL	BF		05				0		325	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3413,2356599,Péopéora	Peopeora		12.84606	-1.96551	P	PPL	BF		10				0		323	Africa/Ouagadougou	2018-08-07,,,,,,,,,,
3414,2356600,"Pényon Fouanou	Penyon Fouanou	Penyon Fouanou,Penyonfwanou,Pényon Fouanou,Pényonfwanou	12.40742	2.14658	H	STMI	BF		08	42			0		23",Africa/Oua,a,ougo,2,2-,1-,,,,
3415,2356601,Pényon	Penyon		12.44883	2.0843	P	PPL	BF		08	42			0		239	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
3416,2356602,"Kikidéni	Kikideni	Kikideni,Kikidéni,Pentieri,Pentiéri	11.93667	0.39833	P	PPL	BF		08	50			0		308	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3417,2356603,Pensoari	Pensoari		12.36667	0.71667	H	STMI	BF		08				0		261	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3418,2356604,Penpèrga	Penperga		13.47917	0.70035	P	PPL	BF		12	75			0		263	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3419,2356605,"Pimpindiangou	Pimpindiangou	Penpemdiadou,Pimpindiangou	13.93052	-0.05934	P	PPL	BF		12	71			0		293	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3420,2356606,Peno	Peno		11.56667	-1.46667	P	PPL	BF		06				0		317	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3421,2356607,Péninko	Peninko		10.23333	-4.23333	P	PPL	BF		02				0		346	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3422,2356608,Péniana	Peniana		10.91667	-3.78333	P	PPL	BF		09				0		292	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3423,2356609,Forêt Classée de Péni	Foret Classee de Peni		10.93333	-4.48333	L	RESF	BF		00				0		485	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3424,2356610,Peni	Peni	Peni	10.94925	-4.47184	P	PPL	BF		09				0		522	Africa/Ouagadougou	2016-03-10,,,,,,,,,,
3425,2356611,Penga	Penga		12.56667	0.2	P	PPL	BF		08				0		290	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3426,2356612,Pènfwogo	Penfwogo		13.10389	0.05191	P	PPL	BF		08	21			0		269	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3427,2356613,"Pènfwogo	Penfwogo	Penfouogo,Penfwogo,Pènfwogo	13.16299	0.06031	P	PPL	BF		08	21			0		276	Africa/Ouagadougou	2020-06-10",,,,,,,,,,
3428,2356614,Pénévou	Penevou		11.63333	-3.61667	H	STMI	BF		00				0		288	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3429,2356615,"Pendyaga	Pendyaga	Pendiaga,Pendyaga,Pèndiaga	12.56811	2.01234	P	PPL	BF		08	42			0		228	Africa/Ouagadougou	2012-11-08",,,,,,,,,,
3430,2356616,Pendogou	Pendogou		13.3467	-1.82872	P	PPL	BF		05	15			0		334	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3431,2356617,Pèndogo	Pendogo		12.88333	-2.48333	P	PPL	BF		10				0		299	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3432,2356618,Pendjo	Pendjo		11.46667	1.88333	H	STMI	BF		00				0		178	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3433,2356620,Pendia Plandi	Pendia Plandi		11.31667	-4.81667	H	STM	BF		00				0		322	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3434,2356621,Pèndianga	Pendianga		12.35	0.33333	P	PPL	BF		08				0		292	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3435,2356622,"Pendaga	Pendaga	Pendaga,Pendega,Pèndaga	12.17738	-1.07341	H	STM	BF		16				0		252	Africa/Ouagadougou	2018-12-04",,,,,,,,,,
3436,2356623,"Pènchyangou	Penchyangou	Koetchongo,Kouatchongo,Kouetchongo,Kuechongo,Penchyangou,Pènchyangou	12.03333	0.73333	P	PPL	BF		08				0",255	Africa,O,agad,ug,2,20,-10,,,
3437,2356624,Pènbiti	Penbiti		12.11061	1.57193	P	PPL	BF		08	42			0		254	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3438,2356625,"Péna	Pena	Bobontchenou,Bobounetchenhou,Nebba,Pena,Péna	13.74325	-0.72471	H	STMI	BF		05	70			0		280	Africa/Ouagadougou	2020-06-1",,,,,,,,,,
3439,2356626,Pèmpédi	Pempedi		12.1023	0.8228	P	PPL	BF		08	50			0		278	Africa/Ouagadougou	2021-07-03,,,,,,,,,,
3440,2356627,Pèm	Pem		14.31058	-0.85864	P	PPL	BF		12	40			0		347	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
3441,2356628,Pèlsia	Pelsia		12.53333	-2.48333	P	PPL	BF		06				0		271	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3442,2356629,Pèlsé	Pelse		13.56142	-0.43833	H	STMIX	BF		05	64			0		270	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3443,2356630,Pèlsé	Pelse		13.60909	-0.47513	P	PPL	BF		05	64			0		271	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3444,2356631,Pélogo	Pelogo		12.54328	-1.43019	P	PPL	BF		11				0		284	Africa/Ouagadougou	2018-09-05,,,,,,,,,,
3445,2356632,Pellkissiga	Pellkissiga		13.37161	-2.20361	P	PPL	BF		10	76			0		328	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3446,2356633,Pellé	Pelle		13.44707	-2.16099	P	PPL	BF		10	76			0		330	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3447,2356634,Pèlla	Pella		12.73333	-2.3	P	PPL	BF		10				0		334	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3448,2356635,"Pèlla	Pella	Bela,Béla,Pela,Pella,Pèlla,Péla	12.58333	-2.03333	P	PPL	BF		06				0		317	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3449,2356636,Pélikô	Peliko		10.13333	-5.03333	H	STMI	BF		02				0		286	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3450,2356637,"Pélignan	Pelignan	Pelenia,Pelignan,Pélignan,Pélénia	10.93333	-5.38333	P	PPL	BF		02				0		506	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3451,2356638,"Paléouté	Paleoute	Paleoute,Paléouté,Pelhoute,Peloute,Pelouté,Pélhouté	13.94733	-0.75646	P	PPL	BF		12	40			0		288	Africa/Ouagado",gou	2012-01,1,,,,,,,,
3452,2356639,Pèlga	Pelga		13.33693	-0.60796	P	PPL	BF		05	64			0		277	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3453,2356640,Pèlga	Pelga		13.20254	0.27909	P	PPL	BF		08	21			0		250	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3454,2356641,Pélératanga	Peleratanga		12.9	-2.18333	P	PPL	BF		10				0		333	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3455,2356642,Pélém Pélém	Pelem Pelem		14.33058	-1.77229	S	CMP	BF		12	40			0		301	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3456,2356643,Pélé Bili	Pele Bili		14.35446	-1.01775	T	BUTE	BF		12	40			0		308	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
3457,2356644,Pélaga	Pelaga		12.31667	-0.41667	P	PPL	BF		04				0		304	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3458,2356645,Pèla	Pela		13.34951	-2.29249	P	PPL	BF		10	76			0		333	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3459,2356646,Pèkwènti	Pekwenti		12.23333	0.4	P	PPL	BF		08				0		283	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3460,2356647,Pékwèndi	Pekwendi		12.45	0.75	P	PPL	BF		08				0		259	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3461,2356648,"Pékuy	Pekuy	Pekui,Pekuy,Pékui,Pékuy	12.5	-3.81667	P	PPL	BF		01				0		269	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3462,2356649,Pékoua	Pekoua		11	-2.93333	P	PPL	BF		13				0		259	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3463,2356650,Péhiri	Pehiri		11.83333	-1.83333	P	PPL	BF		06				0		314	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3464,2356651,"Yargo	Yargo	Pegdwende,Pégdwendé,Yargo	12.49494	-1.17772	P	PPL	BF		11				0		288	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
3465,2356652,"Pélatibitiguia	Pelatibitiguia	Peela Kibitiguia,Pelatibitiguia,Péela Kibitiguia,Pélatibitiguia	13.61748	-2.62966	P	PPL	BF		10	76",0		295	Af,i,a/Ou,ga,ug,u,2-01-1,,,
3466,2356653,Pébiou	Pebiou		11.86667	-2.05	P	PPL	BF		06				0		343	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3467,2356654,Péalaga	Pealaga		12.35	-0.41667	P	PPL	BF		04				0		303	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3468,2356655,Pê	Pe		11.3	-3.53333	P	PPL	BF		09				0		330	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3469,2356656,Payob Tenga	Payob Tenga		12.21667	-0.68333	P	PPL	BF		11				0		300	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3470,2356657,Payalo	Payalo		11.28333	-2.78333	P	PPL	BF		01				0		292	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3471,2356658,"Pawantoré	Pawantore	Pamtore,Pamtoré,Pantore,Pantoré,Paouantore,Paouantoré,Pawantore,Pawantoré	11.86667	-1.26667	P	PPL	BF		07",0		330	Afri,a,Ouag,do,ou,20,06-05,,,
3472,2356659,Patouro	Patouro		10.65	-3.15	P	PPL	BF		13				0		283	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3473,2356660,Patoura	Patoura		9.95	-3.55	P	PPL	BF		13				0		453	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3474,2356661,Patiri	Patiri		12.96667	-2.08333	P	PPL	BF		10				0		335	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3475,2356662,Patingou	Patingou		12.72641	1.15975	H	STMI	BF		08				0		238	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3476,2356663,Patiarakui	Patiarakui		12.76667	-3.91667	P	PPL	BF		01				0		273	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3477,2356664,"Tabtenga	Tabtenga	Patenga,Tabtenga	12.58654	-1.46914	P	PPL	BF		11	68			0		294	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
3478,2356665,Patel	Patel		13.91371	-0.24403	P	PPL	BF		12	71			0		290	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3479,2356666,Patambima	Patambima		12.11667	0.48333	P	PPL	BF		08				0		287	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3480,2356667,Province du Passoré	Province du Passore	Passore	12.91667	-2.16667	A	ADM2	BF		10	34			0		313	Africa/Ouagadougou	2010-01-20,,,,,,,,,,
3481,2356668,Passin	Passin		11.68333	-2.26667	P	PPL	BF		06				0		293	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3482,2356669,Passakongo Tonbo	Passakongo Tonbo		12.51667	-3.41667	P	PPL	BF		01				0		304	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3483,2356670,"Passakongo	Passakongo	Passakongo,Passakonko	12.51667	-3.43333	P	PPL	BF		01				0		301	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3484,2356671,Passabou	Passabou		12.55	0.9	P	PPL	BF		08				0		275	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3485,2356672,"Paspanga	Paspanga	Paspanga,Passepanga	13.54178	-1.53003	P	PPL	BF		05	15			0		323	Africa/Ouagadougou	2018-10-19",,,,,,,,,,
3486,2356673,Paspanga	Paspanga		13.27186	-0.46235	P	PPL	BF		05	64			0		270	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3487,2356674,Paspanga	Paspanga		13.16793	-1.10754	P	PPL	BF		05	70			0		312	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3488,2356675,Paspanga	Paspanga		12.38333	-0.71667	P	PPL	BF		11				0		295	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3489,2356676,Paspanga	Paspanga	Paspanga	12.11667	-0.45	P	PPL	BF		11				0		290	Africa/Ouagadougou	2018-11-06,,,,,,,,,,
3490,2356677,"Bassotenga	Bassotenga	Bassotenga,Pasotenga,Passotenga	12.18751	-1.84282	P	PPL	BF		06				0		331	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
3491,2356678,"Pasiblinga	Pasiblinga	Pasiblinga,Passiblinga	11.71667	-1.15	P	PPL	BF		07				0		326	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3492,2356679,"Paséna	Pasena	Pasena,Passena,Passéna,Paséna	10	-3.33333	P	PPL	BF		13				0		342	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3493,2356680,Pasbaolé	Pasbaole		13.0623	-1.30029	P	PPL	BF		05	70			0		315	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3494,2356681,"Partiaga	Partiaga	Partiaga,Partyaga	12.61083	2.01186	P	PPL	BF		08	42			0		219	Africa/Ouagadougou	2012-11-08",,,,,,,,,,
3495,2356682,"Partiaga	Partiaga	Partiaga,Partiga	11.93333	1.61667	P	PPL	BF		08				0		251	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
3496,2356683,Paroubri	Paroubri		11.56667	-1.11667	P	PPL	BF		07				0		279	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3497,2356684,Parmam	Parmam		13.40092	0.20982	P	PPL	BF		12	75			0		263	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3498,2356685,Parawinga	Parawinga		12.51667	-0.43333	P	PPL	BF		05				0		292	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3499,2356686,"Pagatenga	Pagatenga	Pagatenga,Paratenga	12.60805	-1.55419	P	PPL	BF		11				0		306	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
3500,2356687,Parankui	Parankui		13.1723	-4.206	P	PPL	BF		01	58			0		409	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
3501,2356688,Paradé	Parade		12.35	-3.33333	P	PPL	BF		01				0		290	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3502,2356689,Papoyna	Papoyna		12.75	0.21667	H	STMI	BF		08				0		256	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3503,2356690,Papala	Papala		12.05819	1.9295	P	PPL	BF		08	42			0		290	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
3504,2356691,"Paoundé	Paounde	Faounde,Faoundé,Faunde,Paounde,Paoundé	14.21996	-1.7996	P	PPL	BF		12	40			0		307	Africa/Ouagadougou	2020-06-10",,,,,,,,,,
3505,2356692,Paoun	Paoun		10.31667	-3.23333	P	PPL	BF		13				0		350	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3506,2356693,Paoun	Paoun		10.23333	-2.98333	P	PPL	BF		13				0		322	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3507,2356694,Paon	Paon		9.88333	-3.13333	P	PPL	BF		13				0		295	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3508,2356695,Pantour	Pantour		9.98333	-2.96667	P	PPL	BF		13				0		244	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3509,2356696,Pantionao	Pantionao		10.43333	-3.55	P	PPL	BF		13				0		338	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3510,2356697,Pantianao	Pantianao		10.2	-3.4	P	PPL	BF		13				0		338	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3511,2356698,Pantianao	Pantianao		10.06667	-3.21667	P	PPL	BF		13				0		343	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3512,2356699,"Pansi	Pansi	Pansi,Tansi	13.23107	0.88128	P	PPL	BF		12	75			0		245	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3513,2356700,Pansa	Pansa		12.91667	-0.88333	P	PPL	BF		05				0		306	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3514,2356701,Panparsi	Panparsi		12.43333	-0.08333	P	PPL	BF		08				0		276	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3515,2356702,Panpangou	Panpangou		12.1	0.2	P	PPL	BF		08				0		302	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3516,2356703,Panpanga	Panpanga		12.28333	0.53333	P	PPL	BF		08				0		271	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
3517,2356704,"Pampakui	Pampakui	Pampakui,Panpakui	13.1375	-3.854	P	PPL	BF		01	58			0		271	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
3518,2356705,Panpabanga	Panpabanga		12.59294	1.41596	H	STMI	BF		08	42			0		262	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
