,0,1,2,3,4,5,6,7,8,9,10,11
6650,2359861,"Kologanogo	Kologanogo	Kaloganogo,Kologanogo	12.60912	-1.1202	P	PPL	BF		11				0		282	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
6651,2359862,Kalo	Kalo		13.73078	-2.67359	P	PPL	BF		10	76			0		310	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6652,2359863,Kalo	Kalo		13.71419	-0.18984	P	PPL	BF		12	71			0		296	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6653,2359864,"Kalo	Kalo	Kalao,Kalo,Koalo	11.51667	-2.56667	P	PPL	BF		06				0		284	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
6654,2359865,Kalmama	Kalmama		12.12264	2.05075	H	STMI	BF		08	42			0		264	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
6655,2359866,Kalla	Kalla		12.9	-2.63333	P	PPL	BF		10				0		302	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6656,2359867,Kalitaga	Kalitaga		13.13707	-0.54981	P	PPL	BF		05	64			0		286	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6657,2359868,"Forêt Classée de Kalio	Foret Classee de Kalio	Foret Classee de Kalio,Foret Classee de Kalyo,Forêt Classée de Kalio,Forêt Classé",de Kalyo	1,,2.83,33,R,SF,BF	00,0,262	Africa/Ouagad,ugou	2012-
6658,2359869,Kalio	Kalio		13.55461	-0.36254	P	PPL	BF		05	64			0		270	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6659,2359870,Kalio	Kalio		11.95	-2.78333	P	PPL	BF		06				0		269	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6660,2359871,Kalinpo	Kalinpo		10.01667	-3.68333	P	PPL	BF		13				0		352	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6661,2359872,Kalinga	Kalinga		13.16497	0.87119	P	PPL	BF		12	75			0		282	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6662,2359873,Kalinga	Kalinga		11.53333	-1.06667	P	PPL	BF		07				0		287	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6663,2359874,"Kalindou	Kalindou	Kalindi,Kalindou	11.08333	-2.6	P	PPL	BF		06				0		261	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
6664,2359875,Kalimpouré	Kalimpoure		13.43962	0.88044	P	PPL	BF		12	75			0		247	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6665,2359876,Kaligri	Kaligri	Kaligri	12.32266	-1.87223	P	PPL	BF		06	19			0		319	Africa/Ouagadougou	2018-08-07,,,,,,,,,,
6666,2359877,Kalidouani	Kalidouani		12.28333	0.13333	P	PPL	BF		08				0		303	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6667,2359878,Kaléwiga	Kalewiga		11.81667	-1.41667	P	PPL	BF		07				0		306	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6668,2359879,Kalèmbaougou	Kalembaougou		12.75	-0.03333	P	PPL	BF		08				0		276	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6669,2359880,Kalembago	Kalembago		13.85838	-1.98283	H	STMI	BF		10	76			0		321	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6670,2359881,Kaléhéna	Kalehena		13.71898	-2.25022	P	PPL	BF		10	76			0		317	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6671,2359882,Kaléhéma	Kalehema		12.61667	-0.7	P	PPL	BF		11				0		311	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6672,2359883,"Kalédougou	Kaledougou	Kaledougou,Kalédougou,Kotedougou,Kotédougou	11.79039	-4.0822	P	PPL	BF		09	51			0		285	Africa/Ouagadougou",012-01-18,,,,,,,,,
6673,2359884,Kalé	Kale		12.88333	-3.53333	P	PPL	BF		01				0		257	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6674,2359885,Kalé	Kale		12.55	-4.38333	P	PPL	BF		01				0		426	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6675,2359886,Kaldéra	Kaldera		10.26667	-3.3	P	PPL	BF		13				0		305	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6676,2359887,Kalaté	Kalate		11.91667	-1.76667	H	STMI	BF		00				0		293	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6677,2359888,Kalassaga	Kalassaga		11.68333	-0.13333	H	STMI	BF		00				0		235	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6678,2359889,Kalanporo	Kalanporo		9.83333	-3.11667	P	PPL	BF		13				0		336	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6679,2359890,Kalangbara	Kalangbara		10.03333	-3.41667	P	PPL	BF		13				0		351	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6680,2359891,Kalanbouli	Kalanbouli	Kalanbouli	11.83333	-3.01667	P	PPL	BF		01				0		293	Africa/Ouagadougou	2018-11-06,,,,,,,,,,
6681,2359892,Kalamtogo	Kalamtogo		12.85	-2.51667	P	PPL	BF		10				0		291	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6682,2359893,Kalamondo	Kalamondo	Kalamondo	11.9	-0.36667	P	PPL	BF		04				0		291	Africa/Ouagadougou	2018-11-06,,,,,,,,,,
6683,2359894,"Katambaogo	Katambaogo	Kalambaogo,Katambaogo,Katombaogo	13.18981	-1.03979	P	PPL	BF		05	70			0		319	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6684,2359895,Kalaktéga	Kalaktega		11.63333	-1.08333	P	PPL	BF		07				0		285	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6685,2359896,Kalagré-Mossi	Kalagre-Mossi		13.54702	-1.44884	P	PPL	BF		05	15			0		370	Africa/Ouagadougou	2021-09-24,,,,,,,,,,
6686,2359897,"Kalabo	Kalabo	Kalabo,Kalaho	12.46667	-2.81173	P	PPL	BF		01				0		264	Africa/Ouagadougou	2013-02-08",,,,,,,,,,
6687,2359898,Kaktinga	Kaktinga		11.9	-1.61667	P	PPL	BF		07				0		316	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6688,2359899,Kakouna	Kakouna		11.3	-1.6	P	PPL	BF		00				0		310	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6689,2359900,Kakoumana	Kakoumana	Kakoumana	10.23333	-4.93333	P	PPL	BF		02				0		336	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6690,2359901,Kakobaratenga	Kakobaratenga		12.26667	-0.4	P	PPL	BF		04				0		321	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6691,2359902,Kakin	Kakin		11.98333	-1.53333	P	PPL	BF		07				0		332	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6692,2359903,Kakati	Kakati		12	0.21667	P	PPL	BF		08				0		278	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6693,2359904,Kaka	Kaka		11.09758	-4.86311	P	PPL	BF		09	51			0		430	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6694,2359905,"Ka I-n	Ka I-n	Ka I-n,Kain	14.04405	-2.75877	P	PPL	BF		10	76			0		275	Africa/Ouagadougou	2015-04-08",,,,,,,,,,
6695,2359906,Kaïfouna	Kaifouna		11.87679	-4.94822	P	PPL	BF		09	54			0		331	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6696,2359907,Kaidaré	Kaidare		14.16367	-2.32037	S	CMP	BF		10	76			0		325	Africa/Ouagadougou	2012-11-08,,,,,,,,,,
6697,2359908,"Kaïbo	Kaibo	Kaibo,Kaibo Niaogo,Kaïbo,Kaïbo Niaogo	11.75417	-1.00722	P	PPL	BF	BF	07	44			0		290	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6698,2359909,Kaho	Kaho	Kaho	11.7	-3.3	P	PPL	BF		01				0		274	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6699,2359910,Kahin	Kahin	Kahin	11.8	-3.35	P	PPL	BF		01				0		293	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6700,2359911,Kahel	Kahel		12.51941	1.87191	P	PPL	BF		08	42			0		219	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6701,2359912,Kagouli	Kagouli		11.96667	-0.75	P	PPL	BF		11				0		283	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6702,2359913,Kagaré	Kagare		13.59747	-1.85884	P	PPL	BF		05	15			0		336	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6703,2359914,"Kagangamoré	Kagangamore	Kagangamore,Kagangamoré,Koukomnore,Koukomnoré	11.41667	-0.28333	P	PPL	BF		04				0		228	Africa/Ouagadoug",u	2012-06-0,,,,,,,,,
6704,2359915,Kafozanga	Kafozanga		10.45	-5.35	P	PPL	BF		02				0		331	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6705,2359916,Kafinaboua	Kafinaboua		11.23333	-1.78333	H	STMI	BF		06				0		288	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6706,2359917,Kaféré Katara	Kafere Katara		10.95	-5.16667	H	STMI	BF		00				0		522	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6707,2359918,Kaèl	Kael		13.89495	-0.37293	P	PPL	BF		12	71			0		295	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6708,2359919,Kadyanbédayiri	Kadyanbedayiri		13.56769	-0.24432	P	PPL	BF		12	71			0		269	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6709,2359920,Kadraka	Kadraka		14.97077	-0.06706	S	CMP	BF		12	33			0		245	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
6710,2359921,Kadougou	Kadougou		10.73333	-5.26667	P	PPL	BF		02				0		534	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6711,2359922,"Kadonba	Kadonba	Kadonba,Kadonda	11.50121	-3.99976	P	PPL	BF		09	51			0		323	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6712,2359923,"Kadiogo Province	Kadiogo Province	Kadiogo,Kadiogo Province,Province du Kadiogo,Prowincja Kadiogo	12.33333	-1.5	A	ADM2	BF		03	53",1365958,1,Afr,ca,ua,ad,ou	201,06-,8,
6713,2359924,Kadio	Kadio	Kadio	10.36667	-4.23333	P	PPL	BF		02				0		338	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6714,2359925,Kadièl	Kadiel		13.97634	-1.48333	P	PPL	BF		12	40			0		308	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6715,2359926,Kadiatéon	Kadiateon		10.18333	-3.03333	P	PPL	BF		13				0		303	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6716,2359927,"Kadakada	Kadakada	Kadakada,Kadenkada,Kalankada	13.21927	-2.44489	P	PPL	BF		10	76			0		320	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6717,2359928,Kada	Kada		11.48333	-1.65	P	PPL	BF		06				0		338	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6718,2359929,Kacham	Kacham		14.98752	-0.37602	S	CMP	BF		12	33			0		252	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
6719,2359930,Kacham	Kacham		14.9778	-0.2849	S	CMP	BF		12	33			0		249	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6720,2359931,Kaboutola	Kaboutola		11.31667	-2.08333	H	STMI	BF		06				0		298	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6721,2359932,Kabouti	Kabouti		11.21667	-2.8	H	STM	BF		00				0		242	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6722,2359933,Kabourou	Kabourou	Kabourou	11.42255	-2.75654	P	PPL	BF		01				0		273	Africa/Ouagadougou	2013-01-10,,,,,,,,,,
6723,2359934,Kaboulé	Kaboule		13.63658	0.21667	P	PPL	BF		12	71			0		265	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6724,2359935,Kaboulé	Kaboule		11.3	-2.36667	P	PPL	BF		06				0		301	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6725,2359936,"Kabouda	Kabouda	Kabouda,Kaboudo	12.36667	-0.71667	P	PPL	BF		11				0		296	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
6726,2359937,Kaboré	Kabore		14.03158	-1.75449	P	PPL	BF		12	40			0		310	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
6727,2359938,Kabora	Kabora		10.4	-5.15	P	PPL	BF		02				0		317	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6728,2359939,Kabolo	Kabolo		9.98333	-4.96667	H	STMI	BF		00				0		275	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6729,2359940,Kabolé	Kabole		11.93333	-2.61667	P	PPL	BF		06				0		310	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6730,2359941,Kabo	Kabo		13.36532	0.46737	P	PPL	BF		12	75			0		252	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6731,2359942,Kabo	Kabo		12.81667	-2.25	P	PPL	BF		10				0		350	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6732,2359943,Kabinou	Kabinou	Kabinou	12.18333	-2.28333	P	PPL	BF		06				0		294	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6733,2359945,"Kabéra	Kabera	Kabega,Kabegha,Kabera,Kabégha,Kabéra	12.1591	-0.13564	P	PPL	BF		04				0		332	Africa/Ouagadougou	2020-06-10",,,,,,,,,,
6734,2359946,Kabera	Kabera		12.13333	-0.11667	P	PPL	BF		04				0		325	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6735,2359947,Kabéba	Kabeba		13.97788	0.20363	P	PPL	BF		12	71			0		310	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6736,2359948,Kabarvaro	Kabarvaro		11.11667	-2.78333	H	STM	BF		00				0		241	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6737,2359949,"Kabaro	Kabaro	Gaboro,Kabaro,Kaboro	11.36667	-2.53333	P	PPL	BF		06				0		265	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
6738,2359950,Kabarikaha	Kabarikaha		10.48333	-5.36667	P	PPL	BF		02				0		365	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6739,2359951,Kabaralé	Kabarale		12.76667	-2.11667	P	PPL	BF		10				0		306	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6740,2359952,"Kobao	Kobao	Kabao,Kobao	13.93722	-1.51725	P	PPL	BF		12	40			0		326	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6741,2359953,Kabala	Kabala		11.93632	-4.97264	P	PPL	BF		09	54			0		321	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6742,2359954,Kabala	Kabala		11.53277	-4.7657	P	PPL	BF		09	54			0		350	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6743,2359955,"Kaba	Kaba	Kaba,Kabba	12.71667	-2.05	P	PPL	BF	BF	00				0		309	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6744,2359956,Kaabougou	Kaabougou		11.96667	2.01667	P	PPL	BF		08				0		286	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6745,2359957,"Jourès Ouidi	Joures Ouidi	Joles Ouidi,Jolés Ouidi,Joures Ouidi,Jourès Ouidi,Yoles-Ouidi,Yolès-Ouidi	12.16198	-1.54459	P	PPL	BF",07				0		31,,fric,/O,ga,ou,2018-,-07,,
6746,2359958,Jitoera	Jitoera		13.46832	-0.55676	P	PPL	BF		05	64			0		302	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6747,2359959,Izir	Izir		9.9	-2.93333	P	PPL	BF		13				0		269	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6748,2359960,Banamba-Toma	Banamba-Toma		9.8285	-2.88572	P	PPL	BF		13	67			0		280	Africa/Ouagadougou	2021-06-12,,,,,,,,,,
6749,2359961,Iwara	Iwara		11.26667	-2.96667	P	PPL	BF		13				0		275	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6750,2359962,Iwanan	Iwanan		14.8897	-0.1676	H	WTRH	BF		12	33			0		267	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6751,2359963,Itian	Itian		12.78333	-2.36667	P	PPL	BF		10				0		290	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6752,2359964,Itènga	Itenga		12.2	-0.38333	P	PPL	BF		04				0		296	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6753,2359965,"Yitaoua	Yitaoua	Itaoua,Yitaoua	12.26859	-1.71143	P	PPL	BF		03	53			0		339	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6754,2359966,"Yitao	Yitao	Itao,Yitao	12.21366	-1.81636	P	PPL	BF		03				0		341	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6755,2359967,Issigui	Issigui		13.58193	-2.44747	P	PPL	BF		10	76			0		327	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6756,2359968,Issaogo	Issaogo		13.02032	-0.74898	P	PPL	BF		05	70			0		313	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6757,2359969,Issaô	Issao		13.58192	-1.2948	P	PPL	BF		05	70			0		341	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6758,2359970,"Yissoukin	Yissoukin	Isouka,Yissouka,Yissouken,Yissoukin	12.11233	-1.28299	P	PPL	BF		07	47			0		305	Africa/Ouagadougou	2018-12-0",,,,,,,,,,
6759,2359971,"Yissouka	Yissouka	Isouka,Yissouka	12.00395	-1.66555	P	PPL	BF		07	47			0		315	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6760,2359972,Irkoy Faba	Irkoy Faba		14.359	-0.92711	S	CMP	BF		12	40			0		324	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
6761,2359973,Irkou	Irkou		10.7	-3.03333	P	PPL	BF		13				0		271	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6762,2359974,Iripo	Iripo		10.6	-3	T	HLL	BF		13				0		363	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6763,2359975,Iripé	Iripe		10.81667	-3.71667	H	STMI	BF		00				0		290	Africa/Ouagadougou	1993-12-30,,,,,,,,,,
6764,2359976,Irino	Irino		10.61667	-3.55	P	PPL	BF		13				0		343	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6765,2359977,Irino	Irino		10.06667	-3.58333	P	PPL	BF		13				0		402	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6766,2359979,Irikourounko	Irikourounko		10.71667	-4.01667	P	PPL	BF		02				0		299	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6767,2359980,Iridiaka	Iridiaka		10.26667	-3.08333	P	PPL	BF		13				0		313	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6768,2359981,Iria	Iria		13.20735	-2.03402	P	PPL	BF		10	76			0		310	Africa/Ouagadougou	2021-11-01,,,,,,,,,,
6769,2359982,Irga	Irga		14.07401	-0.29229	S	CMP	BF		12	71			0		289	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
6770,2359983,"Irédié	Iredie	Iredie,Iridie,Irédié,Ividie,Ividié	11.86667	-2.66667	P	PPL	BF		06				0		284	Africa/Ouagadougou	2020-06-10",,,,,,,,,,
6771,2359984,Ira	Ira		13.25246	-4.0428	P	PPL	BF		01	58			0		327	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6772,2359985,Ipo	Ipo		13.4598	-2.46692	P	PPL	BF		10	76			0		354	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6773,2359986,Ipiel	Ipiel		9.9	-2.93333	P	PPL	BF		13				0		269	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6774,2359987,Banamba-Ipiel	Banamba-Ipiel		9.82275	-2.87709	P	PPL	BF		13	67			0		277	Africa/Ouagadougou	2021-06-12,,,,,,,,,,
6775,2359988,"Ipèndo	Ipendo	Ipendo,Ipèndo,Ypendo	12.01732	-2.30811	P	PPL	BF		06				0		295	Africa/Ouagadougou	2020-06-10",,,,,,,,,,
6776,2359989,"Ipelsé	Ipelse	Ipelse,Ipelsé,Ypelce,Ypelcé,Ypelse,Ypelsi,Ypelsé	11.96	-1.545	P	PPL	BF		07	47			0		335	Africa/Ouagadougou	2020-06",10,,,,,,,,,
6777,2359990,Ipéli	Ipeli		13.6031	0.46109	P	PPL	BF		12	75			0		266	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6778,2359991,Ipélé	Ipele		10.5	-3	P	PPL	BF		13				0		316	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6779,2359992,Ipélé	Ipele		10.21667	-2.98333	P	PPL	BF		13				0		313	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6780,2359993,Ipala Wobsen	Ipala Wobsen		12.26667	-0.88333	P	PPL	BF		11				0		283	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6781,2359994,Ipala	Ipala		13.75942	-2.35798	P	PPL	BF		10	76			0		355	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6782,2359995,Ipala	Ipala		13.4089	-2.19695	P	PPL	BF		10	76			0		339	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6783,2359996,Ipala	Ipala	Ipala	13.32614	-1.76526	P	PPL	BF		05	15			0		358	Africa/Ouagadougou	2012-01-18,,,,,,,,,,
6784,2359997,Ipala	Ipala		13.25083	-0.9017	P	PPL	BF		05	70			0		318	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6785,2359998,Ipala	Ipala		13.00301	-1.76579	P	PPL	BF		10	34			0		313	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6786,2359999,"Yipala	Yipala	Ipala,Yipala	12.87064	-1.3121	P	PPL	BF		05				0		317	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
6787,2360000,"Yipala	Yipala	Ipala,Yipala	12.73708	-1.65198	P	PPL	BF		11				0		303	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6788,2360001,"Yipala	Yipala	Ipala,Yipala	12.64436	-1.27946	P	PPL	BF		11				0		304	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
6789,2360002,"Yipala	Yipala	Ipala,Yipala	12.60887	-1.18364	P	PPL	BF		11	68			0		288	Africa/Ouagadougou	2018-09-05",,,,,,,,,,
6790,2360003,"Yipala	Yipala	Ipala,Yipala	12.48508	-1.50147	P	PPL	BF		03	53			0		297	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6791,2360004,Ipala	Ipala	Ipala	12.38333	-0.65	P	PPL	BF		11				0		320	Africa/Ouagadougou	2018-11-06,,,,,,,,,,
6792,2360005,"Yipala	Yipala	Ipala,Yipala	12.07589	-1.91964	P	PPL	BF		07				0		310	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6793,2360006,Ipal	Ipal		10.91667	-3.01667	P	PPL	BF		13				0		298	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6794,2360007,Intoumpira	Intoumpira		10.15	-3.28333	P	PPL	BF		13				0		321	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6795,2360008,Intoulé	Intoule		10.73333	-3.06667	P	PPL	BF		13				0		246	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6796,2360009,Intilé	Intile		14.34441	0.26873	S	CMP	BF		12	71			0		275	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6797,2360010,"Intiédougou	Intiedougou	Intiedougou,Intiedugu,Intiédougou,Jntiedougou	11.11667	-3.51667	P	PPL	BF		09				0		274	Africa/Ouagadoug",u	2020-06-1,,,,,,,,,
6798,2360011,Intaya	Intaya		11.3	-0.7	P	PPL	BF		04				0		279	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6799,2360012,"Intara	Intara	Intara,Liki	14.14495	-0.76254	P	PPL	BF		12	40			0		301	Africa/Ouagadougou	2013-09-06",,,,,,,,,,
6800,2360013,"I-n-Tara	I-n-Tara	I-n-Tara,In Tara	14.32145	-0.26233	S	CMP	BF		12	33			0		273	Africa/Ouagadougou	2013-09-06",,,,,,,,,,
6801,2360014,"I-n-Tangoum	I-n-Tangoum	I-n-Tangoum,In Tahgoum	14.91972	0.0466	H	LK	BF		12	33			0		237	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6802,2360015,I-n-Soas	I-n-Soas		14.92328	0.08483	S	CMP	BF		12	33			0		237	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6803,2360016,Inpéréga	Inperega		12.78333	-0.06667	P	PPL	BF		08				0		284	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6804,2360017,"I-n-Karana	I-n-Karana	I-n-Karana,In Karana	14.3989	-0.1816	S	CMP	BF		12	33			0		266	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6805,2360018,Inisza	Inisza		14.77013	-1.143	H	WTLD	BF		12	40			0		265	Africa/Ouagadougou	2012-12-05,,,,,,,,,,
6806,2360019,"I-n-Guitan	I-n-Guitan	I-n-Guitan,In Guitan	14.67349	-0.77101	S	CMP	BF		12	33			0		301	Africa/Ouagadougou	2013-09-06",,,,,,,,,,
6807,2360020,"Inguilbo	Inguilbo	Inguilbo,Ingulbo	10.43333	-3.41667	P	PPL	BF		13				0		332	Africa/Ouagadougou	2012-06-05",,,,,,,,,,
6808,2360021,Inguépé	Inguepe		10.51667	-3.03333	P	PPL	BF		13				0		318	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6809,2360022,Ingaré	Ingare		13.87871	-2.67112	P	PPL	BF		10	76			0		299	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6810,2360023,Ingané	Ingane		13.94827	-2.21226	P	PPL	BF		10	76			0		337	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6811,2360024,Inga	Inga		12.76667	-0.08333	P	PPL	BF		08				0		286	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6812,2360025,"I-n-Fagagane	I-n-Fagagane	I-n-Fagagan,I-n-Fagagane	14.93005	0.06928	S	CMP	BF		12	33			0		239	Africa/Ouagadougou	2012-01-18",,,,,,,,,,
6813,2360026,Indibi	Indibi		11.43333	-2.93333	P	PPL	BF		09				0		265	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6814,2360027,Indangara	Indangara		10.21667	-3.48333	P	PPL	BF		13				0		312	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6815,2360028,"Indahou Fouanou	Indahou Fouanou	Indahou Fouanou,Indahoufwanou	12.42482	2.17849	H	STMI	BF		08	42			0		232	Africa/Ouagadougou	201",-11-08,,,,,,,,,
6816,2360029,Imyiré	Imyire		13.44154	-1.69772	P	PPL	BF		05	15			0		333	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6817,2360030,Imsélé	Imsele		13.89417	-0.69515	P	PPL	BF		05	64			0		291	Africa/Ouagadougou	2010-07-31,,,,,,,,,,
6818,2360031,"Yimkouka	Yimkouka	Imkouka,Yimkouka	12.76768	-1.66947	P	PPL	BF		11				0		312	Africa/Ouagadougou	2018-08-07",,,,,,,,,,
6819,2360032,Imiougou	Imiougou	Imiougou	13.15117	-1.53926	P	PPL	BF		05	15			0		341	Africa/Ouagadougou	2012-01-18,,,,,,,,,,
6820,2360033,"Imiougou-Natenga	Imiougou-Natenga	Imigou,Imiougou,Imiougou-Natenga,Immigou,Immigu,Imyougou,Yimiougou,Yimyougou	12.89833	-1.2988",P	PPL	BF,5,70,0,29,Af,a/Ouag,oug,u	2018-09-05,
6821,2360034,Imiga	Imiga	Imiga	12.31667	-0.55	P	PPL	BF		11				0		306	Africa/Ouagadougou	2012-06-05,,,,,,,,,,
6822,2360035,Imfai	Imfai		14.79521	-0.15113	S	CMP	BF		12	33			0		293	Africa/Ouagadougou	2013-09-06,,,,,,,,,,
